,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
TKTL1,0.129772185,0.105968601,0,0.122284165,0.136505695,0.137968755,0.060330685,0.13188069,0.106577655,0.124899265,0.147633735,0.07453331,0.124259175,0.016502203,0.117380885,0.103929822,0.08515088,0.096269405,0.05142681,0.03948939
TKTL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM3A,0,0.016522595,0,0,0.00045395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAET1K,0,0,0,0,0.002029392,0.020758087,0.014277656,0.022490271,0.024788542,0.003066042,0.012909695,0.006649886,0.003437694,0,0.093924794,0,0.013617623,0.023294239,0.018219921,0.041843305
TBX22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTUS2-AS1,0,0,0,0.008684451,0.000302105,0.00052585,0.01101484,0,0,0,0,0,0,0.002411009,0,0,0.01743871,0.002474764,0,0
OSBPL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL9,0,0,0,0.022110099,0.000262891,0,0,0,0,0.00805208,0.01784799,0,0.002476277,0.001685575,0,0,0.004879373,0,0.01229969,0.005400488
OSBPL2,0,0,0,0.01990617,0.011111007,0.015306356,0.013154737,0.006366569,0,0.001830366,0.024987176,0.011899587,0.004843961,0.001274003,0,0,0.016277586,0.016358495,0.001625418,0
OSBPL3,0.016985585,0.024281201,0,0.01041258,0.007103444,0.002128846,0.011899587,0.003368821,0.005900839,0.012829696,0,0.003975364,0.001264136,0.013999387,0,0.005695311,0.005021992,0.012136322,0.013883409,0.003312191
OSBPL6,0.036549505,0.018407149,0,0.026481225,0.024056405,0.041843305,0.028807912,0.016657795,0.026845889,0.021279989,0.029117596,0.016740064,0.020750811,0.008313714,0.051891685,0.03101875,0.017089448,0.025129473,0.011244687,0.025284316
OSBPL7,0.061620795,0,0,0.04484653,0.023038716,0.030280045,0.025911291,0.025118802,0.021914389,0.02459473,0.027151786,0.026987618,0.025571587,0.000358932,0.032356765,0.018675524,0.035510995,0.03152287,0.04952688,0.032836595
OSBPL5,0,0,0.140887115,0.012572105,0.016621231,0.023332322,0.025731229,0.03598453,0.019066981,0.021694711,0.026972238,0.019643681,0.02500685,0.003022884,0.01552838,0.010656678,0.03124866,0.026379498,0.003971882,0.021157216
TUBB4B,0.3415733,0.55997475,0,0.65676355,0.4734679,0.4382117,0.257306545,0.289508825,0.36673715,0.31427199,0.46405635,0.30594726,0.4471411,0.061541095,0.5063476,0.309778225,0.4366239,0.36840485,0.3180473,0.3536389
TUBB4A,0.03036638,0.019216472,0,0.018138097,0.015662275,0.027838133,0.058957953,0.042728593,0.022882778,0.046097765,0.12899203,0.04866095,0.040935415,0.001028274,0.044440625,0.06392161,0.029999182,0.05669494,0.0141878,0.104845262
RPS7P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015617224
GPR137C,0,0.03038662,0,0,0.000221733,0.001586347,0.007599949,0,0,0.004440846,0,0,0.002106291,0,0,0.003404896,0,0,0,0
GPR137B,0,0,0.18844738,0,0.00687666,0,0,0,0,0,0,0.013763949,0,0,0,0,0,0.02524685,0,0
MIR1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00689,0.03277704,0.029487096,0,0.034856105,0.012025528,0.011532738,0.012849928,0.000601776,0.009847942,0.014625637,0.00697952,0.011366777,0.010541464,0.011530018,0.00685514,0.03035238,0.004294041,0.0016697,0.007341461,0.009178154
LINC00685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR190A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCDC5,0,0,0,0,7.38E-05,0,0,0,0,0,0,0,0,8.12E-05,0,0,0,0,0,0
DCDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCDC2,0,0,0,0,0,0,0,0.001314154,0,0,0,0.001987119,0,0.014838852,0,0.002256692,0.001902613,0.002357095,0.005155502,0.004140789
MIR608,0,0,610.6975,0,0,115.53917,0,0,0,0,27.877785,8.056139,0,6.8702155,0,20.709779,31.05013,0,0,25.09121
MIR609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERMP1,0.152902135,0.14808031,0,0.19897222,0.138250805,0.150949615,0.210613855,0.135526305,0.11062942,0.14317272,0.16996696,0.141388845,0.135997865,0.04205672,0.187498305,0.1575261,0.08688399,0.127305015,0.121383665,0.098611972
CTAGE10P,0,0,0,0,0,0,0.009554786,0,0,0,0,0,0.006858785,0,0,0,0.005654553,0,0,0
LINC00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005086763,0,0,0,0,0.01990617,0
LINC00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CES5AP1,0.076687815,0,0,0.046174825,0.05569916,0.034594395,0,0.027989992,0,0.12667826,0,0.104719134,0,0.031913175,0,0.06690231,0.098975019,0,0.074451145,0
LINC00359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINOS1,0,0,0,0.02930402,0.013658246,0.023338923,0.03165664,0.008934013,0.002324446,0.010472761,0,0.009579854,0.018313484,0.038470845,0.007167519,0.003555688,0.032067955,0,0.026556782,0
CCBE1,0.09037667,0.104845262,0,0.11621579,0.019716845,0.039509665,0.063783495,0.058607735,0.0575362,0.067805805,0.100191815,0.079547145,0.072315355,0.015991546,0.081628415,0.074064885,0.07886351,0.05172334,0.032923295,0.05657068
SS18,0.052824705,0.05537413,0,0.05680054,0.025330194,0.025957868,0.058902785,0.004820633,0.005667403,0.011620201,0.029437791,0.016203985,0.002588397,0.074654005,0.030836585,0.016095847,0.024773035,0.014625637,0.019312312,0.06725931
AADACL4,0,0,0.2280347,0,0.0886997,0.025406429,0,0.033005385,0.014117333,0.035123405,0,0.067935735,0.02358647,0.24419346,0,0.06906519,0.03444595,0.069018685,0.095282328,0.056602205
AADACL3,0,0,0,0,0.001662519,0.001648169,0,0.000592179,0.00079639,0,0,0.000632889,0,0.003552497,0,0,0,0.00170309,0.000867821,0
AADACL2,0,0,0,0,0.011684273,0,0,0.013272486,0.007231391,0,0,0,0,0,0,0,0,0,0,0
MSGN1,0,0,0,0,0,0,0.05106858,0,0,0,0,0.07043119,0,0,0,0,0,0,0,0
LMO2,0,0,0,0.018092041,0.005616068,0.010357591,0,0,0.008854064,0,0,0.008012796,0.006937695,0,0.024092383,0,0,0,0,0
LMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMO4,0.123533825,0.217662045,0.62887885,0.197014185,0.023663294,0.073318485,0.152054345,0.022807452,0.018292268,0.012195755,0.015360007,0.024362144,0.01170646,0.018344483,0.03086593,0.009275659,0.003539398,0.0059296,0.00821404,0.007156004
LMO7,0,0,0,0,0.000129868,0,0,0.000922194,0,0,0,0,0,0.000823856,0.004043823,0,0.00236334,0.001467872,0,0
C3orf45,0.046072415,0.080398955,0,0.049661625,0.468034,0.129772185,0.04963547,0.148231545,0.11109659,0.159887195,0.08181753,0.215282475,0.115436405,0.17923773,0.06079734,0.066108285,0.23024647,0.250017125,0.108558495,0.014750473
C3orf43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007521643,0,0,0,0
C3orf49,0,0.03401637,0,0,0,0,0,0,0,0.017709218,0,0,0,0,0,0,0,0,0,0
SHC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR509-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST8SIA6-AS1,0,0,0,0,0,0,0,0.09063994,0,0,0,0.025657358,0,0.03069149,0,0,0,0,0,0
AFAP1,0.026796096,0.03054323,0,0.026289762,0.006968906,0.015745353,0.027441391,0.01236029,0.004671598,0.008392037,0.011769305,0.005641528,0,0.002293099,0.012896735,0.001815296,0.004415352,0.002960481,0.002340619,0.003099934
LARS2,0,0,0,0,0,0,0,0.003587714,0.004294041,0.001675779,0.011077524,0,0.00205936,0.00241701,0,0.006022053,0,0.004107981,0.003574195,0.004483444
SHC2,0,0,0,0,0,0,0,0.000899892,0,0.000594085,0,0,0,0,0,0,0,0,0,0
GJB1,1.2931497,1.40335175,0,0.92676795,0.63022115,0.60538425,1.1642915,2.3765245,1.685249,2.037694,1.31531225,0.8445271,1.685249,0.3818672,1.4611837,1.8383675,2.029252,2.5607875,2.5246775,2.9663635
GJB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJB2,0,0,0,0,0.015227058,0.03306545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJB7,0.14808031,0.16092959,0,0.285062125,0.09009539,0.265942715,0.16694647,0.098611972,0.15800621,0.110753333,0.22918919,0.21079684,0.156105555,0.03091766,0.250308065,0.2282156,0.115185885,0.167909835,0.24801373,0.304741955
GJB6,0,0,0,0,0.001971632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1,0,0,0,0,0,0,0,0,0.006787862,0,0,0,0,0.010288752,0,0.008835878,0,0,0,0
PSMC2,0.025485693,0.069301025,0,0.04687804,0.103068236,0.105330728,0.02754132,0.057195845,0.085122495,0.040028915,0.032019845,0.093806516,0.10364061,0.21180532,0.076360795,0.107554495,0.088926225,0.109702255,0.2038123,0.16545186
PSMC3,2.9122215,2.1421815,11.720801,3.0284345,1.9841575,2.48049,2.5749485,1.03408985,1.764812,1.2268658,1.25771875,1.7027471,1.35450475,1.970652,2.3437615,1.132103,0.65786365,1.2628932,0.9896174,1.61458575
PSMC4,0,0.06329961,0,0.052989,0.021137279,0.051967335,0,0.04933251,0.023748539,0.023726667,0.005503075,0.01444124,0.03656402,0.100667208,0.027744193,0.009836912,0.041184865,0,0.021575763,0.011124018
PSMC5,0,0,0,0,0.03469224,0,0,0.031532365,0.04202326,0.05119267,0.055076215,0,0.008580857,0.022622947,0,0,0,0,0,0
PSMC6,0,0,0,0,0,0,0,0,0,0,0,0,0.000883188,0.000218628,0.00521358,0,0.002353499,0,0,0
TLR8-AS1,0,0,0,0,0.003241517,0,0,0.000606414,0,0,0,0,0,0.018212299,0,0.001772542,0,0,0,0
IFT172,0,0.0417614,0,0.032067955,0.095189996,0.08826547,0.029999182,0.05225291,0.027043241,0.05561612,0.021818217,0.0391304,0.040948715,0.06996317,0.008614147,0.02729761,0.014490381,0.06012646,0.034046905,0.02523609
FN3KRP,0,0.06305994,0,0.022277153,0.09245429,0.07449974,0.058311815,0.09220593,0.061044625,0.06620061,0.013206053,0.11378553,0.026379498,0.111968655,0.072765845,0.083064215,0.058509285,0.03908637,0,0.07235077
C9orf156,0.221821685,0.130666875,0,0.117592695,0.185173815,0.196453995,0.16956577,0.170670385,0.188316855,0.149453965,0.122184085,0.103929822,0.0900315,0.05950637,0.11077765,0.14753666,0.147888995,0.03553588,0.259008395,0.053294885
C9orf153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9orf152,0,0,0,0.016000779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012101884,0.022688007
APITD1-CORT,0.04883708,0.008548705,0.092532965,0.034094275,3.57E-07,0.000327372,0.07043119,0.045895525,0.021366301,0.113829295,0.11947157,0.017056659,0.08339878,7.47E-06,0.029866151,0.001083516,0.001330143,0.023979645,0.002322124,0.001413438
5-Mar,0.033463245,0.05584566,0.41452075,0.034818735,0.084242715,0.07894614,0.03559411,0.07988334,0.05956015,0.084396245,0.025021509,0.031596485,0.04264376,0.080610735,0.03812732,0.027582786,0.057794505,0.033537995,0.03722407,0.030068485
4-Mar,0,0.018921762,0,0.007956837,0.044875985,0.001213658,0,0.003351477,0.011080937,0.004933095,0.022179191,0.025957868,0.007218936,0.118082775,0.013220883,0.0148763,0.04710093,0.025043674,0.047586975,0.053478995
7-Mar,0,0,0,0,0,0,0,0,0.002512326,0,0.007592952,0,0.005702369,0.001692321,0,0,0,0.004833807,0,0
6-Mar,0.022466714,0.024175585,0,0.01326642,0.018777648,0.010266411,0.037765195,0.014289249,0.013142476,0.008275408,0.025200302,0.011003278,0.006406773,0.016985585,0.016799476,0.008343269,0.016424248,0.013595735,0.01988633,0.018187494
1-Mar,0,0.009626854,0,0,0,0.007821734,0.005395295,0,0.001382703,0,0.004289525,0.000649397,0,0.000157731,0.011380182,0,0,0.002550446,0,0
3-Mar,0,0.06114183,0,0.070929025,0.0562727,0.07532419,0.076600025,0.046520315,0.0537482,0.026610217,0.028299201,0.07984064,0.054933315,0.18844738,0.05588589,0.08906933,0.043019125,0.067591895,0.103068236,0.074029705
FKBP1A-SDCBP2,0,0,0,0,7.63E-11,0,0,0.00032123,0,0,0,0,0,1.61E-07,0,0,0.001294677,0,0,0
FOXI1,0.8784426,0.7007753,0,0.59342265,0.2456247,0.36133865,0.4768497,0.6812499,0.77834285,0.7995182,0.9204767,0.7151884,0.77237745,0.7022082,1.132103,0.63762835,0.5584252,0.70553475,0.30513872,0.52406075
TMEM177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM175,0.118366835,0.4065878,0,0.05697381,1.56600675,0.63870675,0.246654905,0.58425625,0.247378125,0.49917045,0.2313825,0.2405295,0.285853965,0.039945,0.14200355,0.5215481,0.6615965,0.7151884,0.37124335,0.4124069
9-Mar,0.26136355,0.1841505,1.02089765,0.3598399,0.170492425,0.214920165,0.3145623,0.063500115,0.044630895,0.05160667,0.124506885,0.09231313,0.096913222,0.09601949,0.12819568,0.032284665,0.078091515,0.11077765,0.044016095,0.076503915
TMEM173,0,0,0,0,0.001258159,0,0,0.003730512,0,0.00920282,0,0,0,0,0,0,0,0,0,0
CLSTN2,0.018703885,0.0116139,0,0.010887491,0.008940227,0.007571748,0.010862689,0.001234431,0.008081574,0.005527176,0.009671754,0.007135706,0.013869832,0.019041854,0,0.014231464,0.003744474,0.005025179,0.003099934,0
TMEM171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4520A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00272,0,0,0,0,0.01492237,0.021508545,0,0,0,0,0,0,0,0.000834058,0.017486782,0.05260149,0,0,0,0.037400595
MIR4520B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMS1P,0.041797195,0.07242647,0,0,0.01057685,0,0.03137975,0,0,0,0,0,0.015255118,0.05461186,0,0,0,0.022656811,0.045096095,0.013068219
EPHA5,0,0,0,0,0,0,0,0.000374534,0,0,0,0,0,6.02E-05,0,0,0,0,0,0
ELSPBP1,0.11015449,0.27566932,0,0.20181254,0.042145675,0.133666335,0.27350037,0.12520195,0.046454765,0.095907791,0.099206847,0.040208655,0.116891285,0,0.161675045,0.080854505,0.0379222,0.04827297,0.097830801,0.04576216
SLIT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDKN2B,0.31019652,0.218401335,0,0.18347901,0.08968139,0.122850715,0.105060045,0.04327342,0.06705456,0.08339878,0.10113114,0.04327342,0.085263895,0.022882778,0.085122495,0.080093065,0.10762419,0.113465205,0.016392333,0.096334686
WT1,0,0,0,0,0,0,0.005032507,0,0,0,0,0,0,0,0.004620327,0,0,0,0,0
CDKN2A,0,0,0,0,0,0.011565238,0.023462334,0,0.00223407,0,0,0,0,0.050068785,0,0,0,0,0.016337277,0.003270036
CDKN2D,0,0,0,0,0.004309654,0,0,0.029424413,0.010326238,0.042379515,0.039509665,0,0,0.007507161,0.019048728,0,0.03410917,0,0,0
EPHA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.641006,0,0,0
EDEM2,0,0.044538425,0,0.022577997,0.03394208,0.01402847,0.014973897,0.030190347,0,0.0552671,0,0.02978683,0.020368636,0.026232813,0.021214002,0.020468973,0.009703602,0.025626264,0,0
EDEM3,0,0.013972129,0.11454042,0.017702494,0.000108232,0.003945442,0.005904189,0.004613939,0,0.002190371,0,0.001515651,0,0,0.006048022,0.003273083,0.003174449,0.004876949,0,0.008135339
EDEM1,0.17817648,0.236668665,0,0.094323951,0.308180715,0.41957905,0.244854755,0.286677565,0.300417825,0.278805455,0.117380885,0.205080335,0.18979876,0.076291595,0.153684165,0.12373519,0.0748688,0.108209555,0.0898654,0.08492421
SAP30L,0.0318808,0.021032901,0,0.037621295,0.043204395,0.03198833,0.018231234,0.03916475,0.043636415,0.03429855,0.020859562,0.062545915,0.031454,0.145504185,0.01784799,0.05423472,0.052401345,0.036988605,0.08388895,0.03359561
CCL2,0.157310688,0.11648654,0,0,0.085612265,0.043814685,0,0,0.05835081,0.018869188,0.097904047,0.081374315,0,0.5147545,0.03129578,0.025207191,0.06171061,0.093738153,0,0
CCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL1,0,0,0,0,0,0,0,0,0,0,0,0.08031603,0,0,0,0,0,0,0,0
CCL7,0,0,0,0.050068785,0.107362536,0.038783305,0.089820745,0.014891035,0.088797555,0.016392333,0,0,0,0,0.07453331,0.022410713,0,0,0.083610525,0
CCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL5,0,0,0,0,0.005781745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL8,0,0.035061755,0,0.03178949,0.103731345,0.045788755,0.021547973,0,0,0.008872462,0.0110296,0.040859935,0.03638045,0.145745705,0,0.025262877,0.007514517,0,0,0
VPS13A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2AG2,0,0.047776538,0.45741105,0,0.03581781,0.04807348,0,0.091376515,0.013345413,0.06869477,0.070865285,0.03436129,0.060181935,0.03691828,0,0.073986395,0,0,0.06696287,0.052586033
OR2AG1,0,0,0,0,0,0,0,0.058311815,0.012350486,0.050833675,0,0,0.013407323,0,0,0.016471239,0,0,0,0
UBP1,0,0,0,0,0,0.001467872,0,0.006159866,0.01479754,0.001922626,0.00722754,0.007003316,0.0075348,0.000338425,0,0,0.004540521,0,0,0.014973897
ZNF582-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130000,0,0,0,0.02015137,0,0.08089236,0,0.003956153,0,0.005883459,0,0.017906224,0,0,0,0.0116139,0,0.003860247,0,0.014530864
C8orf58,0.03503455,0.022211222,0,0,0,0.005395295,0.013727496,0.014519872,0.032413765,0.004855321,0,0.014530864,0.018344483,0.007692311,0,0.022539962,0.01759497,0.026695253,0.008280967,0.010293481
C8orf59,0,0,0,0,0.010157755,0,0,0,0.001221368,0,0,0,0,0.001752458,0,0.00272467,0.003740328,0,0,0
C8orf56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284933,0,0,0,0,0.021305833,0.028745063,0.036082495,0.05217147,0.048743115,0.024315238,0.058860908,0.014111828,0.064208105,0.021604282,0.02729761,0.07859858,0.03951502,0.026125091,0,0.015119844
KDM6A,0.017586006,0,0,0.014359689,0.07910786,0.025129473,0,0.011760943,0.041925215,0.004674363,0.005754529,0.024252621,0.030509735,0.154061545,0.021032901,0.051992635,0.06042238,0.03644625,0.048288075,0.03401637
HMSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF808,0,0,0,0.013390384,0.000282591,0,0,0,0,0.011780501,0.007821734,0,0.002646566,0.008911484,0,0,0.00323691,0,0.004390602,0.005652682
ZNF805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM65C,0,0,0,0,0,0,0,0,0,0,0,0,0.001857861,0,0,0,0,0,0,0
FAM65B,0.092991287,0.108237065,0,0.1575261,0.181779585,0.25753503,0.139604625,0.25308791,0.307560845,0.20269647,0.136306655,0.234129745,0.3261197,0.44266635,0.12342573,0.11233639,0.24716867,0.123814935,0.20016852,0.11281719
FAM65A,0,0,0,0,0.000203537,0,0,0,0,0.000674556,0,0,0.001957922,0,0,0,0,0,0.001321424,0
QRFPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGDH-AS1,0.02459473,0.03924087,0,0.01451164,0.000345875,0.002637248,0.038935275,0.025083474,0,0.027570168,0.020788663,0.021581745,0.023123108,0.008156594,0.044538425,0.027974236,0.022454305,0.005704797,0.03340007,0.012890856
SKOR1,0.027058721,0.07047336,0.60975925,0.087652365,0.000589203,0.050155005,0.081628415,0.017682582,0.019795116,0.007429895,0,0.034856105,0.012799336,0.002872111,0,0.010263969,0.012567995,0,0.019021841,0
PHB2,0,0,0.162352343,0,0,0.009358141,0,0.006649886,0,0.015261772,0.03067625,0,0.03851946,0.002749681,0.029378221,0.05962716,0,0.012823606,0,0.01648633
ACCS,0,0,0,0,0.002051045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD320,0,0,0,0,0.02879707,0.03866649,0,0.01684075,0.010589982,0,0.021547973,0,0,0.03668416,0.019447291,0,0,0,0,0
PROB1,0,0.014519872,0,0.041196115,0.026028173,0.01063531,0.022497818,0.034856105,0.053478995,0.03726324,0.018930888,0.027833214,0.020911448,0.029957675,0.026660306,0.016537445,0.025475471,0.05155693,0.030239525,0.032171025
C16orf45,0,0.021289523,0,0,0.024543947,0,0,0,0,0,0,0.003043118,0.004960271,0.01025523,0.010887491,0,0.008288974,0.008241148,0.01644738,0
C16orf46,0,0,0,0,0,0.013039872,0.016666918,0,0,0,0,0,0,0,0,0,0,0.011070714,0,0
INTU,0,0,0,0,0.016010798,0.006413724,0.00868984,0.016574307,0.008951486,0.002338123,0,0,0.002689716,0.06265794,0.01729616,0,0,0.014999078,0.004446334,0.005713233
GJA10,0.7753298,0.9334107,0,0.6925436,0.22556256,0.3440337,0.8467393,0.72142075,0.266489428,0.44029315,0.4982902,0.6649171,0.80777775,0.013739659,0.67263525,0.299611095,0.34997165,0.3180473,0.13152393,0.068168305
COL9A1,0,0,0,0.008172435,0,0.00169452,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0
AGTPBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPIHBP1,0,0,0,0.01229969,0.007205438,0.000700212,0.004925833,0.00396938,0,0.00913128,0.005992871,0,0.004294041,0.003548309,0,0.001870143,0.023198031,0.002407971,0,0.002198248
TOP1P1,0,0,0.127865015,0.017230895,0.023487133,0.03161124,0.029750135,0.007253056,0.00823418,0.030214025,0.025410281,0,0.008826125,0.001209158,0.03787813,0.028978884,0.00695648,0.006901068,0.022650018,0.007692311
LOC389641,0,0,0,0,0.024842428,0,0,0,0,0,0,0.0094907,0,0.00437716,0,0,0,0,0,0
FBXL2,0,0,0,0,0.003720174,0.002934672,0,0.000551325,0.001003063,0.000807305,0.007867434,0.001083516,0,0.000186743,0.006052116,0,0.003559067,0.002565074,0,0
PIDD,0.58303535,0.36364555,2.174398,0.39137325,0.49720525,0.5736026,0.34852135,0.7539155,1.0058085,0.68893085,0.64672955,0.65786365,0.7377418,0.096412146,0.58425625,0.82781795,0.94282505,0.9546761,0.62428995,0.88011205
TMEM191B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM191C,0,0,0,0,0,0,0.020615284,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM191A,0,0.05901674,0,0.089514,0.035833215,0.005365773,0.025330194,0.050472715,0.0438972,0.021818217,0.06790974,0.019605606,0.04976873,0.0108771,0.16227402,0.076320655,0.017572382,0.04511158,0.026634601,0.010278489
LUC7L3,0.36052195,0.4119183,0,0.3593484,0.08775705,0.17695085,0.10893106,0.08089236,0.053256555,0.098611972,0.17537612,0.0984542,0.066268425,0.03946098,0.117091245,0.05115894,0.059336735,0.156105555,0.025744453,0.041884275
LUC7L2,0.028477466,0.033563225,0,0,0.039794115,0.052989,0.04591941,0.06234669,0.08896667,0.06851879,0.086224405,0.092532965,0.076135765,0.31828855,0.058813735,0.133133565,0.089639705,0.0414375,0.100667208,0.05894094
FAM131A,0,0.061504085,0,0.064677,0.009684958,0.015366144,0.03866649,0.003234335,0.003863263,0.025797318,0.05468122,0.026732307,0.023964615,0,0,0.005400488,0.020811981,0.013869832,0.006272334,0.06926424
FAM131B,0,0,0,0,0.000192662,0.001311305,0,0,0,0,0.006690488,0,0,0.003640292,0,0,0,0,0,0.004431897
FAM131C,0.6551936,0.75040535,1.8560495,0.9667688,0.4471411,0.49160145,0.3855887,0.71968225,0.6198381,0.5651293,0.5684708,0.35772315,0.72142075,0.14256943,0.5766656,0.4728659,0.39015905,0.4023512,0.3960783,0.309357
MIR5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHHADH,0,0,0,0,0,0,0,0,0,0,0,0.003424991,0.000516154,0,0,0,0,0,0,0
MIR5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME4,0,0,0,0,0,0,0,0.035077605,0,0,0,0.032143615,0,0.005013041,0,0.06873304,0.020061515,0,0.0197569,0.023939346
UCKL1-AS1,0,0,0,0,1.70E-05,0.000379401,0,0,0,0,0,0,0,0,0,0.00222492,0,0,0.000848759,0.001714037
